Execution Time,CPU Usage,Memory Usage Begin,Memory Usage End
0.033571743,0.0,733232,1248464
0.036366646,0.0,891320,1653016
0.035486855,0.0,755336,1871952
0.033219267000000004,0.0,1532016,1137000
0.03342199,0.0,844648,1770896
0.035689397,0.0,1516336,972352
0.036483038,0.0,1115648,1541808
0.035936875,0.0,1123936,2031048
0.035266011,0.0,963768,917784
0.035094619,0.0,1044688,1354368
0.032905681,0.0,1082088,1685240
0.034974378,0.0,1250528,1376088
0.035003119,0.0,1221216,1274872
0.035177954,0.0,2206304,1148312
0.035269506,0.0,1027200,1394848
0.036026252999999994,0.0,820872,1284576
0.034154409999999996,0.0,692592,849088
0.033894609000000006,0.0,1832032,1362336
0.037358829999999996,0.0,731600,1127568
0.036206521000000005,0.0,1083480,1035176
0.034463009,0.0,973072,1548088
0.037641805,0.0,999840,842832
0.034494406,0.0,953384,1537960
0.036744875,0.0,927744,1302928
0.034683998,0.0,966008,1199456
0.034429538999999995,0.0,1212008,1313120
0.034054969,0.0,1094392,1061224
0.034658406,0.0,1805456,1154528
0.039094539,0.0,2310800,1335800
0.036543958,0.0,1048632,929856
0.034214177,0.0,1153344,880456
0.03418072,0.0,1516456,1678248
0.035798472,0.0,936392,974328
0.033728719,0.0,1597880,1816904
0.032865557000000004,0.0,1268592,1118960
0.035398966000000004,0.0,656776,1699096
0.034235622,0.0,1281744,1843080
0.034955368,0.0,1326248,1404416
0.035119602,0.0,894800,1928352
0.037666888999999995,0.0,1537464,1804128
0.031873262,0.0,1397400,1502912
0.03571047,0.0,1230072,1686264
0.035986469,0.0,859312,1661624
0.035618080999999996,0.0,1375320,1154256
0.034520504,0.0,887720,1120576
0.034470157,0.0,763024,1160080
0.034256057,0.0,1091296,869504
0.035136975,0.0,1321640,1508296
0.035122067,0.0,2258216,1280424
0.036381396,0.0,884336,821056
0.035558119,0.0,1054864,1503360
0.031500437,0.0,1008664,1016888
0.036941935,0.0,1010600,951504
0.03216865,0.0,1805960,1069136
0.035388727,0.0,2431224,1977648
0.035161368000000005,0.0,1792808,1789672
0.034791638,0.0,816224,1368112
0.035806958,0.0,1424480,1367096
0.038376576999999995,0.0,2174360,1145216
0.034511366,0.0,1240040,1481408
0.035492452,0.0,975424,1348360
0.033372732999999995,0.0,920016,1335832
0.036920215,0.0,1184160,1187656
0.032864925999999996,0.0,1088272,1641456
0.033919433,0.0,1484632,1622200
0.035945439999999995,0.0,1071232,1029008
0.036975319,0.0,1257440,1329944
0.032771377000000004,0.0,766624,944304
0.034474367,0.0,952664,1502344
0.032502924,0.0,1822848,1460592
0.034858074,0.0,1118624,2093984
0.035931832999999996,0.0,1136496,1408704
0.033300589000000005,0.0,589264,914048
0.033734665,0.0,1224192,1113400
0.034741429,0.0,1128352,1042824
0.03840754,0.0,1149504,1270304
0.034380868,0.0,904552,1775360
0.034288998,0.0,1108696,969752
0.036378767000000006,0.0,917280,1265784
0.034492773,0.0,787376,1540248
0.035572014000000006,0.0,926120,1118664
0.033792811,0.0,727712,1474104
0.034340753999999994,0.0,1145832,1397504
0.032712802000000006,0.0,1223800,1703968
0.03700904,0.0,1893208,1451696
0.035292929,0.0,1446104,1161584
0.034961654,0.0,1507840,1889304
0.034249589999999996,0.0,1370232,1169824
0.033785249,0.0,1383272,964240
0.036020463,0.0,1025656,1422560
0.034413747,0.0,897096,1764016
0.034289786999999995,0.0,784376,1686056
0.033612853,0.0,1383744,1254784
0.038066280999999993,0.0,936488,2066632
0.035097239,0.0,1627096,1165864
0.035191133,0.0,1486616,1001024
0.033708010999999996,0.0,1101400,1315240
0.033497875999999996,0.0,1414944,1277336
0.035451569,0.0,846640,896928
0.036418812,0.0,1202880,1478144
